id;title;gps_position
11540;Potager 11540;45.974009,4.371084
11541;Potager 11541;47.044833,4.942939
11542;Potager 11542;45.648802,3.438392
11543;Potager 11543;46.89212,5.8397
11544;Potager 11544;44.537621,5.617241
11545;Potager 11545;46.744178,5.046397
11546;Potager 11546;45.975067,3.810192
11547;Potager 11547;44.604478,4.328239
11548;Potager 11548;45.643943,6.592814
11549;Potager 11549;44.520862,4.914295
11550;Potager 11550;44.814663,4.450872
11551;Potager 11551;46.700869,4.103686
11552;Potager 11552;44.958964,4.710927
11553;Potager 11553;45.426067,6.44623
11554;Potager 11554;46.178629,5.149765
11555;Potager 11555;44.934594,5.909456
11556;Potager 11556;45.908598,4.265563
11557;Potager 11557;46.765878,5.932914
11558;Potager 11558;44.874297,4.562786
11559;Potager 11559;45.235538,4.229928
11560;Potager 11560;46.80342,4.258697
11561;Potager 11561;45.278302,4.90096
11562;Potager 11562;46.629854,5.085017
11563;Potager 11563;46.11166,4.750134
11564;Potager 11564;46.715342,4.688014
11565;Potager 11565;46.955,4.916737
11566;Potager 11566;45.66067,5.978681
11567;Potager 11567;47.035565,4.836416
11568;Potager 11568;45.659248,5.277062
11569;Potager 11569;45.573816,6.042684
11570;Potager 11570;45.310173,5.934209
11571;Potager 11571;46.134415,2.983794
11572;Potager 11572;45.378916,4.465132
11573;Potager 11573;44.809402,6.036799
11574;Potager 11574;45.649736,3.493276
11575;Potager 11575;45.215052,3.528041
11576;Potager 11576;44.546832,4.721113
11577;Potager 11577;46.619754,3.971925
11578;Potager 11578;45.034139,4.715468
11579;Potager 11579;45.723048,3.711852
11580;Potager 11580;45.173717,6.467364
11581;Potager 11581;45.701653,3.01358
11582;Potager 11582;45.670986,4.403201
11583;Potager 11583;46.609893,5.623675
11584;Potager 11584;44.776189,4.429697
11585;Potager 11585;45.008787,3.520086
11586;Potager 11586;45.988824,4.738273
11587;Potager 11587;44.88999,5.411252
11588;Potager 11588;45.537699,3.20971
11589;Potager 11589;46.02998,3.646765
11590;Potager 11590;45.639495,6.371309
11591;Potager 11591;45.446799,4.960147
11592;Potager 11592;46.990105,4.576288
11593;Potager 11593;45.380914,5.172275
11594;Potager 11594;46.101477,4.666028
11595;Potager 11595;46.186651,5.737903
11596;Potager 11596;45.657496,5.357586
11597;Potager 11597;44.692182,4.428627
11598;Potager 11598;45.889833,3.453375
11599;Potager 11599;45.121756,4.870892
11600;Potager 11600;46.082798,5.025989
11601;Potager 11601;45.34101,4.989463
11602;Potager 11602;45.709329,5.283516
11603;Potager 11603;46.039372,4.096335
11604;Potager 11604;46.214577,5.622548
11605;Potager 11605;45.809631,6.111915
11606;Potager 11606;46.434236,3.460058
11607;Potager 11607;45.999304,4.070414
11608;Potager 11608;45.746537,5.074744
11609;Potager 11609;44.946129,5.354095
11610;Potager 11610;46.456777,4.979791
11611;Potager 11611;45.673427,5.800433
11612;Potager 11612;47.006948,4.975116
11613;Potager 11613;46.66915,4.372553
11614;Potager 11614;45.47024,3.705395
11615;Potager 11615;46.4719,3.447956
11616;Potager 11616;44.855657,4.548906
11617;Potager 11617;46.696249,5.739713
11618;Potager 11618;46.175226,5.635489
11619;Potager 11619;44.639437,5.61084
11620;Potager 11620;45.162774,4.589232
11621;Potager 11621;44.571778,4.118993
11622;Potager 11622;46.721748,4.895428
11623;Potager 11623;44.626606,4.115894
11624;Potager 11624;45.133463,3.858473
11625;Potager 11625;44.548957,4.151086
11626;Potager 11626;45.797972,5.93743
11627;Potager 11627;45.427417,3.03215
11628;Potager 11628;46.540566,5.553779
11629;Potager 11629;46.022004,3.547415
11630;Potager 11630;46.883164,4.06369
11631;Potager 11631;45.613874,5.159094
11632;Potager 11632;46.595725,4.707316
11633;Potager 11633;45.068301,6.193246
11634;Potager 11634;46.047549,3.266735
11635;Potager 11635;44.491651,4.267184
11636;Potager 11636;45.248642,5.202567
11637;Potager 11637;45.797553,4.72526
11638;Potager 11638;44.67319,5.202269
11639;Potager 11639;45.264487,4.814898
11640;Potager 11640;45.366675,5.979525
11641;Potager 11641;44.949925,4.693204
11642;Potager 11642;46.846854,3.850425
11643;Potager 11643;46.464557,3.545724
11644;Potager 11644;44.593802,5.170337
11645;Potager 11645;45.45703,5.91676
11646;Potager 11646;46.348888,3.269156
11647;Potager 11647;46.037198,3.282985
11648;Potager 11648;45.539181,4.684814
11649;Potager 11649;46.319857,4.538484
11650;Potager 11650;46.152538,4.991176
11651;Potager 11651;46.761779,6.057306
11652;Potager 11652;45.545301,6.39332
11653;Potager 11653;44.780752,5.329674
11654;Potager 11654;45.431791,4.988738
11655;Potager 11655;44.822328,6.028597
11656;Potager 11656;45.151657,3.473368
11657;Potager 11657;46.085713,4.090501
11658;Potager 11658;45.782105,4.644907
11659;Potager 11659;45.174739,5.805691
11660;Potager 11660;44.660865,3.998577
11661;Potager 11661;45.076924,4.494078
11662;Potager 11662;44.746658,3.750138
11663;Potager 11663;46.200561,3.302424
11664;Potager 11664;45.998655,4.159656
11665;Potager 11665;46.646414,4.925615
11666;Potager 11666;46.186917,3.614236
11667;Potager 11667;45.971179,2.962319
11668;Potager 11668;45.291552,3.790671
11669;Potager 11669;46.647958,6.078836
11670;Potager 11670;45.182541,4.20214
11671;Potager 11671;46.882086,4.670513
11672;Potager 11672;45.498211,5.645016
11673;Potager 11673;45.430864,5.991631
11674;Potager 11674;46.920249,5.165819
11675;Potager 11675;46.328788,4.490301
11676;Potager 11676;46.99037,4.790053
11677;Potager 11677;45.195083,4.935334
11678;Potager 11678;45.621319,6.636303
11679;Potager 11679;45.757816,5.479258
11680;Potager 11680;46.154499,3.139125
11681;Potager 11681;45.266938,5.059539
11682;Potager 11682;45.348317,5.383384
11683;Potager 11683;45.766063,6.081274
11684;Potager 11684;44.58611,4.813064
11685;Potager 11685;46.120294,3.767203
11686;Potager 11686;45.925097,4.600572
11687;Potager 11687;45.068819,6.281759
11688;Potager 11688;45.67675,5.060198
11689;Potager 11689;45.316205,6.106946
11690;Potager 11690;46.016854,4.038153
11691;Potager 11691;46.795492,4.898944
11692;Potager 11692;45.605817,6.664166
11693;Potager 11693;45.216673,4.92922
11694;Potager 11694;45.995348,2.976828
11695;Potager 11695;45.845252,6.435855
11696;Potager 11696;44.716653,4.199132
11697;Potager 11697;45.55258,5.811631
11698;Potager 11698;46.168953,6.440427
11699;Potager 11699;46.564098,5.693822
11700;Potager 11700;46.026417,4.403683
11701;Potager 11701;44.854125,5.766
11702;Potager 11702;46.229015,3.807747
11703;Potager 11703;46.671137,4.804993
11704;Potager 11704;45.8201,6.145033
11705;Potager 11705;45.149553,3.630439
11706;Potager 11706;46.685064,5.976822
11707;Potager 11707;46.215948,6.507717
11708;Potager 11708;45.012838,3.67556
11709;Potager 11709;46.040075,5.66065
11710;Potager 11710;45.374744,3.767322
11711;Potager 11711;44.861769,4.561737
11712;Potager 11712;45.680111,3.235555
11713;Potager 11713;45.346627,5.032333
11714;Potager 11714;46.572794,4.952119
11715;Potager 11715;44.841616,4.405455
11716;Potager 11716;47.006634,5.506697
11717;Potager 11717;44.74945,4.969437
11718;Potager 11718;45.854421,4.399986
11719;Potager 11719;44.749413,5.871117
11720;Potager 11720;45.356841,4.875086
11721;Potager 11721;45.575663,2.953007
11722;Potager 11722;45.251231,6.361066
11723;Potager 11723;46.62601,4.056852
11724;Potager 11724;46.836435,4.362278
11725;Potager 11725;46.301338,5.762067
11726;Potager 11726;46.81179,4.627959
11727;Potager 11727;45.999383,3.585208
11728;Potager 11728;45.730449,5.025137
11729;Potager 11729;46.44152,5.231494
11730;Potager 11730;45.564872,5.132273
11731;Potager 11731;46.681336,4.986874
11732;Potager 11732;45.715277,3.357414
11733;Potager 11733;46.952217,5.750276
11734;Potager 11734;46.277421,3.139456
11735;Potager 11735;45.328483,3.678022
11736;Potager 11736;46.204829,5.53519
11737;Potager 11737;44.974972,4.061057
11738;Potager 11738;45.771896,6.453924
11739;Potager 11739;44.718414,5.578629
11740;Potager 11740;45.052629,4.97041
11741;Potager 11741;46.101206,4.099264
11742;Potager 11742;46.48108,5.855629
11743;Potager 11743;45.982722,3.884641
11744;Potager 11744;46.324172,6.387168
11745;Potager 11745;46.390984,6.512344
11746;Potager 11746;45.091688,5.212878
11747;Potager 11747;45.774124,6.763771
11748;Potager 11748;45.98076,3.966638
11749;Potager 11749;45.712497,4.141332
11750;Potager 11750;46.296883,5.25771
11751;Potager 11751;46.975769,5.602325
11752;Potager 11752;45.668219,3.031819
11753;Potager 11753;44.761774,5.70552
11754;Potager 11754;46.171742,5.167861
11755;Potager 11755;45.528077,4.541736
11756;Potager 11756;45.947715,4.632687
11757;Potager 11757;45.438674,4.179994
11758;Potager 11758;44.890167,5.10829
11759;Potager 11759;44.524047,5.333988
11760;Potager 11760;45.14353,5.473872
11761;Potager 11761;44.819155,5.614012
11762;Potager 11762;45.916787,6.030933
11763;Potager 11763;44.991497,4.288429
11764;Potager 11764;44.635093,4.36428
11765;Potager 11765;46.680842,4.573801
11766;Potager 11766;45.780629,6.154034
11767;Potager 11767;45.24314,5.765369
11768;Potager 11768;46.437976,5.722455
11769;Potager 11769;46.109912,3.04583
11770;Potager 11770;45.656522,6.025036
11771;Potager 11771;46.832864,3.898589
11772;Potager 11772;45.01859,3.518852
11773;Potager 11773;46.407923,4.750692
11774;Potager 11774;46.820765,5.552407
11775;Potager 11775;46.452551,5.827398
11776;Potager 11776;45.387331,6.327895
11777;Potager 11777;46.027026,3.210003
11778;Potager 11778;45.944358,3.892572
11779;Potager 11779;45.090077,4.289308
11780;Potager 11780;44.61393,4.289432
11781;Potager 11781;46.239169,6.162445
11782;Potager 11782;46.452944,5.317683
11783;Potager 11783;45.163522,4.6695
11784;Potager 11784;45.327842,6.110258
11785;Potager 11785;45.435758,4.123249
11786;Potager 11786;46.042682,6.568965
11787;Potager 11787;45.024735,6.060834
11788;Potager 11788;45.718594,6.003764
11789;Potager 11789;44.54754,4.199532
11790;Potager 11790;45.966483,6.68283
11791;Potager 11791;45.720403,3.727529
11792;Potager 11792;46.727644,4.000269
11793;Potager 11793;44.54717,4.203323
11794;Potager 11794;45.447156,3.648336
11795;Potager 11795;45.88464,3.256105
11796;Potager 11796;45.753138,5.447777
11797;Potager 11797;46.439792,6.208411
11798;Potager 11798;46.579771,5.683003
11799;Potager 11799;46.606538,5.30203
11800;Potager 11800;45.732758,4.522006
11801;Potager 11801;45.41192,5.740026
11802;Potager 11802;44.61084,5.067636
11803;Potager 11803;46.813281,4.823302
11804;Potager 11804;46.365618,4.303581
11805;Potager 11805;44.999535,3.747323
11806;Potager 11806;45.060204,5.406289
11807;Potager 11807;46.047923,5.49344
11808;Potager 11808;45.315429,6.553354
11809;Potager 11809;44.913618,3.729039
11810;Potager 11810;45.506169,4.340419
11811;Potager 11811;46.314482,4.88719
11812;Potager 11812;46.474109,5.462055
11813;Potager 11813;46.158174,3.657145
11814;Potager 11814;45.962078,5.994665
11815;Potager 11815;45.27639,4.408539
11816;Potager 11816;44.987996,3.409654
11817;Potager 11817;46.770032,3.827949
11818;Potager 11818;46.047239,3.354363
11819;Potager 11819;46.175625,6.590777
11820;Potager 11820;45.651854,3.449819
11821;Potager 11821;45.30256,3.328433
11822;Potager 11822;45.187799,3.375178
11823;Potager 11823;46.476087,3.49637
11824;Potager 11824;46.146958,5.792846
11825;Potager 11825;45.740475,5.281869
11826;Potager 11826;45.30939,3.910885
11827;Potager 11827;46.498697,5.903675
11828;Potager 11828;45.28962,5.535087
11829;Potager 11829;45.690867,5.969051
11830;Potager 11830;45.308984,5.813076
11831;Potager 11831;44.72642,4.64298
11832;Potager 11832;45.82822,4.583799
11833;Potager 11833;46.453019,6.232218
11834;Potager 11834;45.613568,6.094416
11835;Potager 11835;46.053035,3.088655
11836;Potager 11836;44.662897,5.245556
11837;Potager 11837;46.184995,5.424222
11838;Potager 11838;46.138419,4.038966
11839;Potager 11839;44.605454,4.416663
11840;Potager 11840;45.668101,5.242958
11841;Potager 11841;44.921828,4.287669
11842;Potager 11842;46.860407,3.760615
11843;Potager 11843;44.609812,4.400173
11844;Potager 11844;46.085285,3.612494
11845;Potager 11845;44.990564,4.96153
11846;Potager 11846;45.388058,4.872987
11847;Potager 11847;44.625356,5.431328
11848;Potager 11848;46.479739,5.82015
11849;Potager 11849;46.268842,3.43999
11850;Potager 11850;46.47046,5.883534
11851;Potager 11851;44.851109,4.057022
11852;Potager 11852;46.007776,5.780768
11853;Potager 11853;45.204905,5.44909
11854;Potager 11854;44.550981,5.34241
11855;Potager 11855;46.352426,3.631047
11856;Potager 11856;45.2518,3.400605
11857;Potager 11857;44.737159,5.859929
11858;Potager 11858;44.722837,5.102528
11859;Potager 11859;45.534889,3.137468
11860;Potager 11860;44.583249,5.073056
11861;Potager 11861;45.233448,6.082176
11862;Potager 11862;47.061201,4.42949
11863;Potager 11863;44.575322,4.065187
11864;Potager 11864;44.980955,6.190087
11865;Potager 11865;46.396199,4.703727
11866;Potager 11866;45.262605,5.37162
11867;Potager 11867;46.424606,4.814278
11868;Potager 11868;47.030923,4.532296
11869;Potager 11869;44.699555,4.129126
11870;Potager 11870;45.339766,4.566445
11871;Potager 11871;45.914048,6.757321
11872;Potager 11872;45.981589,5.67784
11873;Potager 11873;46.013037,3.268314
11874;Potager 11874;45.007782,4.598093
11875;Potager 11875;45.187572,4.777008
11876;Potager 11876;46.285406,6.443941
11877;Potager 11877;46.337553,6.017005
11878;Potager 11878;45.320492,5.928303
11879;Potager 11879;44.928378,5.48097
11880;Potager 11880;45.893419,3.952004
11881;Potager 11881;45.13891,6.413066
11882;Potager 11882;45.879035,6.443305
11883;Potager 11883;45.432248,4.550605
11884;Potager 11884;45.68716,3.679439
11885;Potager 11885;45.201208,5.560966
11886;Potager 11886;45.7158,4.892196
11887;Potager 11887;45.885578,3.756032
11888;Potager 11888;45.348596,4.921105
11889;Potager 11889;45.045358,5.201056
11890;Potager 11890;47.090318,4.95132
11891;Potager 11891;46.746016,5.880495
11892;Potager 11892;46.765508,5.190994
11893;Potager 11893;44.601791,4.132879
11894;Potager 11894;45.217933,3.277724
11895;Potager 11895;45.391406,5.555075
11896;Potager 11896;46.199824,6.539599
11897;Potager 11897;45.351882,5.387802
11898;Potager 11898;45.949014,3.441724
11899;Potager 11899;45.862628,4.53326
11900;Potager 11900;44.653006,4.326536
11901;Potager 11901;45.844018,5.822669
11902;Potager 11902;46.306649,5.048851
11903;Potager 11903;45.1442,3.899617
11904;Potager 11904;46.731134,4.965091
11905;Potager 11905;45.523077,5.670683
11906;Potager 11906;45.440558,4.568343
11907;Potager 11907;45.615764,6.751528
11908;Potager 11908;45.29451,5.699069
11909;Potager 11909;46.880765,5.811521
11910;Potager 11910;46.195638,3.844982
11911;Potager 11911;45.133458,5.142267
11912;Potager 11912;45.927355,4.256594
11913;Potager 11913;46.794642,4.212866
11914;Potager 11914;46.107234,3.126682
11915;Potager 11915;45.157661,3.474477
11916;Potager 11916;46.028087,5.529984
11917;Potager 11917;45.353166,6.268243
11918;Potager 11918;45.436765,5.359369
11919;Potager 11919;46.326435,6.283279
11920;Potager 11920;45.358533,6.015456
11921;Potager 11921;46.899915,4.275754
11922;Potager 11922;45.500871,4.39949
11923;Potager 11923;46.06545,5.231971
11924;Potager 11924;44.777702,5.591115
11925;Potager 11925;46.536314,6.06553
11926;Potager 11926;45.111763,3.925678
11927;Potager 11927;45.84226,4.045938
11928;Potager 11928;46.144313,6.604882
11929;Potager 11929;45.996036,3.869284
11930;Potager 11930;46.031031,5.685504
11931;Potager 11931;45.534962,3.300916
11932;Potager 11932;45.63141,6.55226
11933;Potager 11933;45.361513,5.045524
11934;Potager 11934;45.042172,6.402818
11935;Potager 11935;45.353163,4.968907
11936;Potager 11936;44.880663,5.464531
11937;Potager 11937;45.20333,6.095067
11938;Potager 11938;44.881334,4.037514
11939;Potager 11939;45.748335,4.150765
11940;Potager 11940;46.701526,4.107598
11941;Potager 11941;46.107261,4.810424
11942;Potager 11942;46.48157,5.219701
11943;Potager 11943;45.397472,3.593533
11944;Potager 11944;46.573359,4.225187
11945;Potager 11945;44.508437,5.116178
11946;Potager 11946;46.314687,5.39949
11947;Potager 11947;46.299927,5.928157
11948;Potager 11948;46.205639,3.370909
11949;Potager 11949;45.013233,5.506934
11950;Potager 11950;44.821139,3.678432
11951;Potager 11951;44.939985,3.835099
11952;Potager 11952;45.048568,5.43915
11953;Potager 11953;46.75089,5.921523
11954;Potager 11954;45.658123,3.205845
11955;Potager 11955;44.993098,6.293083
11956;Potager 11956;45.844388,6.272685
11957;Potager 11957;45.274917,4.523302
11958;Potager 11958;46.264438,3.942124
11959;Potager 11959;45.550683,4.241142
11960;Potager 11960;45.043376,5.332462
11961;Potager 11961;45.555433,4.37945
11962;Potager 11962;45.320123,5.163151
11963;Potager 11963;45.702154,5.454998
11964;Potager 11964;46.129491,4.122987
11965;Potager 11965;46.824409,3.752561
11966;Potager 11966;45.790615,6.721837
11967;Potager 11967;45.62349,6.601995
11968;Potager 11968;45.448439,2.965897
11969;Potager 11969;46.265039,3.664498
11970;Potager 11970;46.541325,3.370269
11971;Potager 11971;45.989345,6.626745
11972;Potager 11972;45.938706,5.510562
11973;Potager 11973;45.670147,5.121113
11974;Potager 11974;45.694115,5.441948
11975;Potager 11975;46.988619,4.552062
11976;Potager 11976;45.150918,4.10544
11977;Potager 11977;45.393967,4.878303
11978;Potager 11978;45.420516,3.053701
11979;Potager 11979;44.560405,4.06788
11980;Potager 11980;45.515628,4.178684
11981;Potager 11981;46.136115,6.387139
11982;Potager 11982;45.6579,6.268086
11983;Potager 11983;46.079608,3.264582
11984;Potager 11984;45.275112,5.034696
11985;Potager 11985;45.148997,3.241526
11986;Potager 11986;46.106325,6.350647
11987;Potager 11987;46.577104,5.564093
11988;Potager 11988;46.633305,6.08813
11989;Potager 11989;45.946889,4.379184
11990;Potager 11990;45.350013,5.84186
11991;Potager 11991;45.368832,3.526819
11992;Potager 11992;44.916537,4.059967
11993;Potager 11993;46.778276,4.003337
11994;Potager 11994;46.38248,6.431918
11995;Potager 11995;45.801878,4.664436
11996;Potager 11996;45.991379,4.918478
11997;Potager 11997;45.258292,5.554394
11998;Potager 11998;45.494858,4.80801
11999;Potager 11999;45.461721,5.005847
12000;Potager 12000;46.436107,5.189263
12001;Potager 12001;45.142805,4.762481
12002;Potager 12002;46.773864,3.785818
12003;Potager 12003;46.401612,5.23935
12004;Potager 12004;46.490441,5.183276
12005;Potager 12005;45.509787,5.855452
12006;Potager 12006;45.254299,5.148048
12007;Potager 12007;45.835994,3.584287
12008;Potager 12008;46.435947,3.517768
12009;Potager 12009;46.289375,5.655584
12010;Potager 12010;45.712804,5.394774
12011;Potager 12011;46.614761,3.986665
12012;Potager 12012;45.026722,5.627562
12013;Potager 12013;46.058189,6.473584
12014;Potager 12014;45.392559,6.593437
12015;Potager 12015;45.899007,3.997753
12016;Potager 12016;44.996587,4.029159
12017;Potager 12017;44.69924,5.410116
12018;Potager 12018;45.028094,4.044232
12019;Potager 12019;46.398485,5.610517
12020;Potager 12020;45.845808,3.727527
12021;Potager 12021;46.120196,6.654926
12022;Potager 12022;44.849134,5.515923
12023;Potager 12023;45.787365,3.984156
12024;Potager 12024;46.649916,4.440232
12025;Potager 12025;45.887874,3.960678
12026;Potager 12026;45.772823,5.227639
12027;Potager 12027;45.422155,4.831056
12028;Potager 12028;44.548317,5.286101
12029;Potager 12029;46.180328,4.804853
12030;Potager 12030;46.680412,5.170206
12031;Potager 12031;46.289933,3.698448
12032;Potager 12032;46.297954,6.38671
12033;Potager 12033;46.210156,3.614119
12034;Potager 12034;45.776388,2.924195
12035;Potager 12035;46.487186,5.192346
12036;Potager 12036;45.733014,4.850035
12037;Potager 12037;45.501322,3.591242
12038;Potager 12038;46.380259,6.083455
12039;Potager 12039;45.247252,5.83382
12040;Potager 12040;46.78298,4.557116
12041;Potager 12041;44.691594,5.936265
12042;Potager 12042;45.771874,3.703001
12043;Potager 12043;45.456121,4.112489
12044;Potager 12044;45.095324,6.492281
12045;Potager 12045;45.578345,5.120271
12046;Potager 12046;45.529468,4.430838
12047;Potager 12047;45.132165,3.961938
12048;Potager 12048;44.975996,5.388474
12049;Potager 12049;46.256873,4.647569
12050;Potager 12050;45.586275,3.294168
12051;Potager 12051;46.730048,4.172194
12052;Potager 12052;45.640323,4.262776
12053;Potager 12053;46.690836,6.195762
12054;Potager 12054;44.778354,5.479754
12055;Potager 12055;45.464888,5.284328
12056;Potager 12056;45.40829,4.154198
12057;Potager 12057;45.731171,4.065306
12058;Potager 12058;45.134475,5.770303
12059;Potager 12059;45.347617,4.014786
12060;Potager 12060;46.916348,5.643424
12061;Potager 12061;45.233712,4.645064
12062;Potager 12062;45.289361,6.263509
12063;Potager 12063;46.456384,5.445565
12064;Potager 12064;46.422844,5.104264
12065;Potager 12065;45.895481,4.297185
12066;Potager 12066;45.823823,4.490253
12067;Potager 12067;45.700815,6.359154
12068;Potager 12068;46.089086,6.52051
12069;Potager 12069;46.137666,4.478853
12070;Potager 12070;45.896483,4.471176
12071;Potager 12071;45.752781,2.966133
12072;Potager 12072;46.929579,5.495796
12073;Potager 12073;46.663602,5.536784
12074;Potager 12074;45.388947,5.84547
12075;Potager 12075;45.761912,6.482303
12076;Potager 12076;45.230721,3.266476
12077;Potager 12077;45.813585,5.818956
12078;Potager 12078;45.901309,6.131395
12079;Potager 12079;46.197943,3.367073
12080;Potager 12080;46.402105,4.526398
12081;Potager 12081;45.294971,4.854751
12082;Potager 12082;46.67111,4.966026
12083;Potager 12083;46.87751,4.222844
12084;Potager 12084;45.608629,4.293796
12085;Potager 12085;45.017147,5.536903
12086;Potager 12086;45.626761,4.874995
12087;Potager 12087;45.631371,5.649212
12088;Potager 12088;45.846107,5.676138
12089;Potager 12089;45.226676,6.054182
12090;Potager 12090;46.318034,6.291145
12091;Potager 12091;46.158963,3.735656
12092;Potager 12092;45.538454,3.912806
12093;Potager 12093;46.522556,6.152469
12094;Potager 12094;46.851479,4.28519
12095;Potager 12095;45.654632,3.872075
12096;Potager 12096;46.850283,4.949264
12097;Potager 12097;45.644776,6.443538
12098;Potager 12098;46.402988,3.615621
12099;Potager 12099;45.230922,3.893562
12100;Potager 12100;46.788236,5.045806
12101;Potager 12101;45.354744,5.799053
12102;Potager 12102;44.880198,3.662248
12103;Potager 12103;44.837867,4.757356
12104;Potager 12104;45.520291,4.199944
12105;Potager 12105;45.866428,2.990058
12106;Potager 12106;46.416051,3.421721
12107;Potager 12107;46.008255,5.103081
12108;Potager 12108;46.943433,4.883095
12109;Potager 12109;46.164487,4.185359
12110;Potager 12110;46.708028,5.984188
12111;Potager 12111;45.725282,3.325302
12112;Potager 12112;46.630858,4.864257
12113;Potager 12113;45.327187,6.361132
12114;Potager 12114;45.771081,5.810338
12115;Potager 12115;45.035487,3.788478
12116;Potager 12116;46.148954,4.51806
12117;Potager 12117;46.996902,4.901813
12118;Potager 12118;46.816545,5.606626
12119;Potager 12119;46.369997,5.161713
12120;Potager 12120;45.824556,3.779607
12121;Potager 12121;46.695631,5.318474
12122;Potager 12122;45.138923,4.007923
12123;Potager 12123;44.932893,4.286291
12124;Potager 12124;45.589709,5.98322
12125;Potager 12125;46.770361,4.115546
12126;Potager 12126;45.965861,4.756651
12127;Potager 12127;44.838436,5.299608
12128;Potager 12128;45.921207,5.127689
12129;Potager 12129;46.571604,4.604388
12130;Potager 12130;44.475578,5.003257
12131;Potager 12131;46.099303,4.430297
12132;Potager 12132;45.51075,4.906083
12133;Potager 12133;45.336633,5.206938
12134;Potager 12134;45.596245,5.723754
12135;Potager 12135;44.794752,4.118932
12136;Potager 12136;46.663749,3.411287
12137;Potager 12137;45.451649,3.061985
12138;Potager 12138;45.528591,5.515095
12139;Potager 12139;45.429362,3.772597
12140;Potager 12140;45.579467,4.598137
12141;Potager 12141;45.596856,4.70073
12142;Potager 12142;44.832398,4.835163
12143;Potager 12143;45.373099,6.041502
12144;Potager 12144;45.673449,3.935294
12145;Potager 12145;46.873885,4.558553
12146;Potager 12146;46.609774,5.224831
12147;Potager 12147;46.825699,4.189547
12148;Potager 12148;44.619234,4.155998
12149;Potager 12149;46.726117,4.70472
12150;Potager 12150;46.267243,3.177209
12151;Potager 12151;45.876315,5.954145
12152;Potager 12152;45.355696,5.39418
12153;Potager 12153;45.551778,4.743795
12154;Potager 12154;45.70282,5.488578
12155;Potager 12155;46.472153,4.500546
12156;Potager 12156;45.946162,5.383235
12157;Potager 12157;44.640763,5.283228
12158;Potager 12158;46.455419,5.689123
12159;Potager 12159;46.416002,4.06804
12160;Potager 12160;44.777568,4.33298
12161;Potager 12161;45.109978,5.259195
12162;Potager 12162;45.997053,6.073978
12163;Potager 12163;45.766935,5.268657
12164;Potager 12164;45.230094,6.579574
12165;Potager 12165;45.461475,6.372469
12166;Potager 12166;45.005698,5.106935
12167;Potager 12167;46.762268,5.789736
12168;Potager 12168;45.023468,5.409724
12169;Potager 12169;45.898468,5.660738
12170;Potager 12170;44.491547,5.190748
12171;Potager 12171;45.375464,5.119872
12172;Potager 12172;46.326613,5.447351
12173;Potager 12173;45.767964,3.540816
12174;Potager 12174;44.932039,5.560907
12175;Potager 12175;45.865489,3.794388
12176;Potager 12176;46.385858,5.207541
12177;Potager 12177;47.052176,4.788767
12178;Potager 12178;45.005317,4.434299
12179;Potager 12179;44.901663,4.448172
12180;Potager 12180;44.803157,5.439992
12181;Potager 12181;45.87104,3.378679
12182;Potager 12182;45.763941,3.116642
12183;Potager 12183;44.655835,4.595267
12184;Potager 12184;45.984571,5.559618
12185;Potager 12185;46.832257,5.124811
12186;Potager 12186;45.425753,3.27758
12187;Potager 12187;45.237221,4.959416
12188;Potager 12188;45.185668,6.227371
12189;Potager 12189;46.882611,4.50986
12190;Potager 12190;45.14091,3.654316
12191;Potager 12191;44.564062,4.388518
12192;Potager 12192;46.249923,4.557312
12193;Potager 12193;46.565112,4.544409
12194;Potager 12194;45.355436,5.31886
12195;Potager 12195;44.731836,4.555028
12196;Potager 12196;46.9044,3.952473
12197;Potager 12197;46.297147,4.456651
12198;Potager 12198;45.911504,5.272389
12199;Potager 12199;46.373484,5.052464
12200;Potager 12200;46.632916,3.893754
12201;Potager 12201;44.789835,5.350985
12202;Potager 12202;44.505215,4.548712
12203;Potager 12203;45.996029,3.431824
12204;Potager 12204;46.536624,6.374816
12205;Potager 12205;45.173997,6.048839
12206;Potager 12206;45.617764,3.85972
12207;Potager 12207;45.030299,5.23107
12208;Potager 12208;45.758116,3.419473
12209;Potager 12209;46.74963,5.904244
12210;Potager 12210;46.215998,4.98144
12211;Potager 12211;45.549183,4.153513
12212;Potager 12212;45.543932,6.293912
12213;Potager 12213;45.934234,6.63376
12214;Potager 12214;45.852188,6.425438
12215;Potager 12215;44.663815,5.897387
12216;Potager 12216;45.250805,6.181801
12217;Potager 12217;45.823782,3.94925
12218;Potager 12218;45.440151,4.798056
12219;Potager 12219;45.628794,5.734874
12220;Potager 12220;46.160523,5.655873
12221;Potager 12221;45.586832,3.734715
12222;Potager 12222;46.506697,3.291981
12223;Potager 12223;44.900633,5.527511
12224;Potager 12224;44.485327,5.389315
12225;Potager 12225;46.445111,5.921592
12226;Potager 12226;44.604173,3.892492
12227;Potager 12227;46.634267,3.824361
12228;Potager 12228;46.43959,4.10146
12229;Potager 12229;46.786358,5.805298
12230;Potager 12230;45.486517,4.526576
12231;Potager 12231;45.126677,5.001371
12232;Potager 12232;45.716214,6.632989
12233;Potager 12233;45.340815,5.204942
12234;Potager 12234;44.916816,6.22719
12235;Potager 12235;46.367824,4.090148
12236;Potager 12236;44.72286,3.784915
12237;Potager 12237;45.971061,6.647242
12238;Potager 12238;45.417309,6.105786
