vegetable_price_id;discount;valid_until
31565;0.43;2023-10-06T20:22:04+00:00
31571;0.12;2023-07-20T09:22:08+00:00
31572;0.44;2023-11-09T21:57:48+00:00
31576;0.06;2023-10-21T11:47:12+00:00
31579;0.78;2023-07-14T20:14:20+00:00
31590;0.68;2023-06-25T11:55:47+00:00
31591;0.15;2023-09-13T09:04:28+00:00
31592;0.77;2023-09-20T08:12:35+00:00
31598;0.26;2023-09-28T17:55:50+00:00
31599;0.27;2023-11-23T22:00:41+00:00
31604;0.87;2023-09-10T12:55:21+00:00
31606;0.72;2023-10-06T07:56:30+00:00
31608;0.14;2023-11-02T03:01:23+00:00
31616;0.9;2023-08-29T19:12:11+00:00
31626;0.5;2023-06-02T22:54:14+00:00
31627;0.1;2023-07-15T17:43:53+00:00
31633;0.17;2023-07-06T03:59:41+00:00
31637;0.33;2023-07-10T15:27:58+00:00
31650;0.01;2023-08-11T23:57:56+00:00
31651;0.0;2023-09-23T11:47:12+00:00
31688;0.21;2023-06-20T21:22:28+00:00
31689;0.12;2023-11-26T19:36:27+00:00
31690;0.15;2023-11-27T00:10:58+00:00
31694;0.12;2023-05-08T11:51:22+00:00
31703;0.48;2023-09-13T15:44:52+00:00
31705;0.42;2023-05-20T23:37:27+00:00
31715;0.01;2023-10-26T20:42:18+00:00
31716;0.1;2023-07-05T13:35:57+00:00
31717;0.22;2023-09-08T22:10:15+00:00
31718;0.18;2023-11-12T06:49:44+00:00
31719;0.43;2023-07-30T07:51:22+00:00
31738;0.9;2023-10-29T08:50:15+00:00
31739;0.17;2023-09-16T09:59:28+00:00
31746;0.48;2023-11-04T03:58:05+00:00
31751;0.34;2023-10-04T02:18:54+00:00
31762;0.2;2023-08-10T19:47:41+00:00
31768;0.74;2023-07-14T15:50:50+00:00
31770;0.08;2023-09-08T15:59:37+00:00
31771;0.01;2023-10-07T09:39:50+00:00
31779;0.26;2023-10-22T04:47:58+00:00
31790;0.22;2023-09-17T23:32:40+00:00
31794;0.02;2023-10-04T20:58:57+00:00
31795;0.88;2023-06-05T17:25:53+00:00
31800;0.04;2023-07-11T07:08:25+00:00
31801;0.52;2023-08-13T05:15:48+00:00
31803;0.59;2023-11-30T07:55:14+00:00
31810;0.53;2023-08-07T13:32:51+00:00
31814;0.34;2023-05-30T02:16:45+00:00
31815;0.3;2023-11-22T18:17:37+00:00
31816;1.11;2023-09-11T22:45:40+00:00
31821;0.32;2023-06-19T12:40:46+00:00
31822;0.12;2023-05-22T14:12:00+00:00
31824;0.61;2023-06-10T15:53:41+00:00
31837;0.2;2023-09-05T22:06:18+00:00
31841;0.11;2023-05-23T07:00:10+00:00
31849;0.25;2023-09-26T05:13:27+00:00
31854;0.42;2023-10-18T02:53:59+00:00
31856;0.37;2023-11-04T03:39:56+00:00
31861;0.01;2023-09-27T02:31:17+00:00
31862;0.73;2023-06-16T22:31:11+00:00
31864;0.02;2023-09-16T10:59:48+00:00
31868;0.54;2023-10-12T10:25:44+00:00
31880;0.96;2023-07-11T11:16:17+00:00
31881;0.74;2023-11-15T18:38:24+00:00
31887;0.61;2023-11-24T11:18:18+00:00
31901;0.13;2023-09-10T03:09:05+00:00
31903;0.39;2023-10-15T23:11:56+00:00
31906;0.47;2023-06-03T13:25:10+00:00
31914;0.5;2023-09-07T07:19:19+00:00
31916;0.21;2023-05-27T06:01:28+00:00
31921;0.09;2023-11-13T15:43:31+00:00
31922;0.46;2023-07-22T05:44:59+00:00
31925;0.58;2023-10-14T22:54:16+00:00
31929;0.24;2023-10-28T05:18:52+00:00
31942;0.32;2023-06-26T15:53:14+00:00
31963;0.08;2023-08-08T01:32:11+00:00
31964;0.25;2023-10-06T10:36:15+00:00
31970;0.04;2023-08-04T20:34:28+00:00
31972;0.61;2023-09-08T18:33:24+00:00
31976;0.42;2023-05-01T09:21:54+00:00
31993;0.18;2023-08-15T09:21:31+00:00
31995;0.22;2023-05-01T01:11:44+00:00
32002;0.05;2023-08-31T14:28:50+00:00
32004;0.14;2023-11-30T03:07:25+00:00
32007;0.05;2023-07-10T12:18:11+00:00
32018;0.65;2023-10-04T23:16:44+00:00
32020;0.37;2023-09-24T02:42:56+00:00
32021;1.05;2023-10-18T03:31:41+00:00
32022;0.33;2023-07-05T12:55:39+00:00
32023;0.24;2023-07-16T20:51:42+00:00
32026;0.3;2023-11-02T18:58:57+00:00
32034;0.42;2023-08-06T10:13:30+00:00
32038;0.55;2023-09-16T02:07:55+00:00
32040;0.12;2023-05-04T17:50:50+00:00
32044;0.46;2023-09-16T03:53:36+00:00
32046;0.12;2023-10-31T20:55:25+00:00
32047;0.66;2023-05-26T17:22:31+00:00
32049;0.18;2023-09-03T10:14:55+00:00
32050;0.28;2023-05-23T11:29:02+00:00
32051;0.02;2023-05-03T22:27:16+00:00
32057;0.5;2023-10-08T07:31:57+00:00
32058;0.6;2023-10-23T15:28:51+00:00
32060;0.87;2023-08-01T12:45:41+00:00
32062;0.21;2023-10-14T21:10:07+00:00
32067;0.17;2023-11-03T05:50:32+00:00
32068;0.26;2023-06-21T07:56:42+00:00
32078;0.17;2023-11-26T17:59:53+00:00
32080;0.02;2023-09-05T02:22:37+00:00
32087;0.25;2023-09-28T19:58:31+00:00
32103;0.19;2023-05-22T22:05:50+00:00
32105;0.95;2023-05-15T21:49:59+00:00
32106;0.3;2023-06-06T12:07:51+00:00
32107;0.88;2023-08-07T01:45:33+00:00
32108;0.15;2023-08-02T04:20:45+00:00
32114;0.03;2023-06-06T03:12:33+00:00
32116;0.33;2023-06-21T20:01:09+00:00
32118;0.41;2023-06-28T10:25:13+00:00
32125;0.53;2023-07-21T06:39:44+00:00
32128;0.23;2023-05-09T18:59:23+00:00
32129;0.23;2023-08-17T00:02:48+00:00
32132;0.88;2023-05-20T01:01:09+00:00
32142;0.24;2023-05-19T09:44:22+00:00
32146;1.02;2023-11-08T22:16:18+00:00
32149;0.57;2023-09-07T11:01:35+00:00
32159;0.39;2023-09-20T06:13:15+00:00
32182;0.11;2023-05-25T15:08:25+00:00
32183;0.12;2023-07-22T12:40:21+00:00
32184;0.71;2023-06-04T19:59:54+00:00
32187;1.11;2023-08-07T21:14:15+00:00
32190;0.06;2023-11-17T12:33:09+00:00
32195;0.56;2023-08-26T02:52:20+00:00
32199;0.04;2023-11-13T13:59:36+00:00
32200;1.07;2023-10-30T17:09:21+00:00
32202;0.16;2023-07-14T04:15:23+00:00
32205;0.1;2023-08-23T02:31:09+00:00
32217;0.26;2023-08-20T12:29:09+00:00
32223;0.34;2023-05-01T15:49:31+00:00
32225;0.12;2023-11-24T05:03:20+00:00
32226;0.62;2023-09-10T19:06:54+00:00
32233;0.6;2023-05-28T10:59:22+00:00
32236;0.11;2023-08-02T21:31:02+00:00
32245;0.63;2023-10-20T13:49:26+00:00
32250;0.58;2023-08-20T16:34:29+00:00
32259;0.29;2023-06-15T07:34:34+00:00
32261;0.56;2023-06-08T21:02:09+00:00
32270;0.49;2023-09-07T22:36:00+00:00
32271;0.56;2023-11-28T12:46:15+00:00
32275;0.9;2023-09-01T20:15:36+00:00
32278;0.66;2023-10-26T18:17:58+00:00
32284;0.43;2023-10-10T12:32:17+00:00
32287;0.15;2023-07-24T08:25:44+00:00
32291;0.78;2023-06-19T05:21:56+00:00
32293;0.26;2023-07-21T00:22:34+00:00
32295;0.27;2023-07-17T21:05:29+00:00
32298;0.26;2023-11-13T04:36:45+00:00
32313;0.05;2023-09-25T02:21:09+00:00
32319;0.19;2023-07-20T20:43:08+00:00
32321;0.15;2023-10-20T06:58:39+00:00
32332;0.0;2023-06-02T07:45:38+00:00
32337;0.54;2023-11-10T14:34:50+00:00
32338;0.89;2023-06-21T07:39:19+00:00
32346;0.7;2023-07-24T12:36:11+00:00
32356;0.07;2023-06-07T06:52:30+00:00
32363;0.46;2023-05-24T22:44:17+00:00
32366;0.47;2023-05-22T12:49:34+00:00
32367;0.58;2023-07-08T12:35:33+00:00
32376;0.4;2023-09-12T14:25:27+00:00
32382;0.72;2023-11-28T05:07:52+00:00
32384;0.01;2023-11-21T17:53:08+00:00
32391;0.53;2023-06-04T12:55:09+00:00
32392;0.14;2023-10-02T19:38:36+00:00
32394;1.04;2023-08-10T04:35:40+00:00
32397;0.26;2023-07-27T15:14:14+00:00
32399;0.01;2023-09-02T19:48:55+00:00
32404;0.19;2023-05-16T07:00:03+00:00
32409;0.21;2023-09-18T13:48:42+00:00
32415;0.26;2023-09-15T12:49:54+00:00
32422;0.57;2023-10-10T03:40:08+00:00
32427;0.2;2023-07-01T04:29:54+00:00
32428;0.3;2023-09-19T21:07:44+00:00
32435;0.26;2023-05-19T04:31:02+00:00
32446;0.61;2023-08-25T06:29:03+00:00
32451;0.82;2023-05-31T19:33:47+00:00
32453;0.27;2023-07-16T00:58:40+00:00
32455;0.89;2023-07-15T19:25:14+00:00
32460;0.06;2023-08-31T06:57:30+00:00
32464;0.09;2023-11-20T22:52:07+00:00
32466;0.25;2023-10-21T08:58:38+00:00
32468;0.79;2023-08-15T22:58:35+00:00
32475;0.71;2023-11-18T06:17:59+00:00
32480;0.71;2023-05-10T06:23:34+00:00
32499;1.18;2023-09-06T14:10:19+00:00
32507;0.02;2023-05-04T10:56:06+00:00
32512;0.84;2023-06-21T11:13:10+00:00
32513;0.2;2023-09-15T04:20:48+00:00
32516;0.34;2023-09-06T09:41:29+00:00
32519;0.59;2023-09-28T15:16:49+00:00
32524;0.11;2023-08-29T16:48:13+00:00
32547;0.16;2023-10-29T04:50:47+00:00
32549;1.06;2023-05-15T22:50:38+00:00
32552;0.87;2023-05-31T07:02:11+00:00
32554;0.01;2023-05-20T02:20:03+00:00
32564;1.11;2023-08-08T23:26:30+00:00
32567;0.16;2023-06-28T14:59:54+00:00
32573;0.32;2023-07-07T21:30:46+00:00
32577;0.21;2023-07-28T17:40:35+00:00
32579;0.29;2023-05-05T11:51:12+00:00
32587;0.23;2023-07-15T07:58:10+00:00
32588;0.46;2023-08-09T12:05:58+00:00
32595;0.22;2023-10-15T14:15:05+00:00
32604;0.01;2023-07-30T20:23:35+00:00
32611;0.57;2023-06-11T20:05:32+00:00
32613;0.61;2023-07-08T22:31:53+00:00
32621;0.41;2023-09-03T20:26:17+00:00
32624;0.29;2023-11-11T15:20:38+00:00
32628;0.63;2023-06-16T08:38:38+00:00
32633;0.56;2023-05-08T14:17:50+00:00
32648;0.04;2023-09-11T03:18:07+00:00
32654;0.46;2023-11-05T22:22:09+00:00
32655;0.05;2023-07-06T10:43:48+00:00
32657;0.15;2023-06-05T21:18:31+00:00
32658;0.21;2023-06-30T22:47:55+00:00
32663;0.4;2023-07-30T06:32:13+00:00
32664;0.41;2023-08-15T01:48:09+00:00
32668;1.04;2023-09-10T18:47:58+00:00
32673;0.0;2023-09-20T14:36:24+00:00
32674;0.49;2023-08-01T17:52:00+00:00
32676;0.04;2023-10-03T23:15:21+00:00
32679;0.95;2023-07-22T20:53:48+00:00
32683;0.29;2023-06-13T05:28:27+00:00
32685;0.45;2023-09-25T23:14:14+00:00
32692;0.38;2023-05-05T10:27:21+00:00
32698;0.25;2023-09-14T23:21:13+00:00
32700;0.2;2023-08-03T12:17:37+00:00
32728;1.06;2023-08-17T21:02:20+00:00
32732;0.17;2023-08-02T23:51:02+00:00
32736;0.8;2023-07-14T12:52:05+00:00
32753;0.28;2023-08-09T22:21:10+00:00
32755;0.07;2023-05-05T20:47:46+00:00
32765;0.1;2023-08-05T22:42:21+00:00
32770;0.14;2023-07-04T15:38:58+00:00
32773;0.1;2023-11-03T06:25:39+00:00
32784;0.43;2023-08-15T09:21:11+00:00
32785;0.33;2023-07-15T18:14:04+00:00
32790;0.36;2023-10-30T20:16:14+00:00
32814;1.2;2023-11-28T08:12:30+00:00
32817;0.54;2023-05-23T04:23:33+00:00
32821;0.18;2023-08-10T16:52:28+00:00
32824;0.15;2023-11-27T04:44:05+00:00
32837;0.15;2023-06-12T00:29:24+00:00
32838;0.15;2023-05-29T21:38:25+00:00
32846;0.8;2023-11-10T08:37:46+00:00
32851;0.67;2023-07-06T21:29:57+00:00
32852;0.13;2023-07-05T17:54:42+00:00
32853;0.64;2023-07-24T01:27:39+00:00
32865;0.28;2023-11-15T20:21:26+00:00
32869;0.51;2023-11-29T01:00:58+00:00
32874;0.58;2023-06-24T18:44:47+00:00
32885;0.5;2023-08-25T10:46:19+00:00
32891;0.29;2023-08-05T01:13:35+00:00
32899;0.17;2023-08-19T03:43:18+00:00
32900;0.2;2023-09-08T00:06:24+00:00
32902;0.86;2023-10-26T07:18:03+00:00
32904;0.5;2023-10-11T05:19:26+00:00
32905;0.25;2023-06-04T17:35:00+00:00
32910;0.19;2023-07-09T01:00:15+00:00
32915;0.17;2023-10-23T02:47:43+00:00
32921;0.61;2023-08-10T06:13:15+00:00
32934;1.01;2023-06-26T22:17:02+00:00
32940;0.35;2023-06-24T10:18:02+00:00
32945;0.42;2023-08-19T22:26:52+00:00
32949;0.97;2023-08-28T17:08:19+00:00
32950;0.7;2023-05-23T17:23:26+00:00
32953;0.37;2023-05-06T07:48:46+00:00
32964;0.45;2023-05-27T14:14:17+00:00
32973;0.53;2023-05-28T07:20:29+00:00
32980;0.11;2023-09-16T21:22:30+00:00
32983;0.84;2023-11-03T22:54:29+00:00
32987;0.23;2023-08-26T20:28:11+00:00
32990;0.14;2023-09-04T00:22:40+00:00
32992;0.48;2023-05-21T01:16:02+00:00
33001;1.07;2023-05-14T23:33:52+00:00
33003;0.19;2023-09-09T16:08:09+00:00
33006;0.45;2023-11-30T11:56:33+00:00
33014;0.72;2023-09-25T03:15:29+00:00
33016;0.41;2023-09-05T07:38:24+00:00
33021;0.51;2023-06-26T03:52:44+00:00
33022;1.08;2023-05-29T08:22:25+00:00
33023;0.82;2023-11-04T23:39:32+00:00
33031;0.08;2023-11-14T11:02:09+00:00
33033;0.07;2023-09-13T01:24:19+00:00
33036;0.01;2023-10-09T09:05:58+00:00
33040;0.47;2023-06-07T16:56:00+00:00
33049;0.01;2023-05-24T14:22:21+00:00
33078;0.36;2023-08-12T14:42:54+00:00
33080;0.03;2023-09-02T22:13:50+00:00
33092;0.25;2023-06-02T08:24:21+00:00
33094;0.13;2023-07-25T16:57:12+00:00
33102;0.29;2023-05-11T21:29:01+00:00
33105;0.25;2023-08-20T05:57:48+00:00
33114;0.72;2023-06-15T19:08:03+00:00
33118;0.2;2023-10-13T04:22:49+00:00
33119;0.01;2023-09-04T11:06:44+00:00
33130;0.49;2023-07-01T11:08:16+00:00
33135;0.76;2023-10-11T23:14:53+00:00
33136;1.16;2023-08-30T18:12:17+00:00
33151;0.35;2023-10-15T10:06:42+00:00
33154;0.83;2023-05-22T09:02:50+00:00
33155;0.55;2023-08-16T12:50:20+00:00
33160;0.06;2023-10-09T03:12:39+00:00
33167;0.27;2023-05-28T17:40:30+00:00
33169;0.24;2023-10-10T22:58:57+00:00
33172;0.14;2023-11-08T12:25:09+00:00
33176;0.01;2023-06-02T01:40:55+00:00
33199;0.03;2023-11-21T06:03:19+00:00
33207;0.16;2023-07-05T22:25:58+00:00
33208;0.05;2023-07-16T13:32:42+00:00
33209;0.05;2023-07-05T13:31:22+00:00
33218;0.1;2023-07-27T23:46:45+00:00
33221;0.04;2023-11-27T06:25:04+00:00
33226;0.69;2023-05-26T20:34:58+00:00
33228;0.16;2023-07-29T12:15:06+00:00
33230;0.45;2023-11-19T13:54:15+00:00
33232;0.14;2023-11-05T08:00:41+00:00
33240;0.06;2023-10-27T18:30:03+00:00
33242;1.03;2023-07-17T11:15:57+00:00
33254;0.52;2023-05-05T08:40:48+00:00
33255;0.15;2023-06-01T23:19:33+00:00
33256;0.21;2023-08-04T03:14:06+00:00
33257;1.19;2023-11-09T07:06:59+00:00
33259;0.14;2023-10-20T02:25:48+00:00
33265;0.57;2023-10-12T23:17:53+00:00
33266;0.25;2023-07-11T20:44:42+00:00
33267;0.12;2023-08-23T14:32:57+00:00
33269;0.83;2023-11-24T16:33:26+00:00
33272;0.21;2023-08-28T17:24:10+00:00
33282;0.23;2023-11-25T21:54:56+00:00
33284;0.54;2023-08-27T20:33:40+00:00
33287;0.09;2023-10-10T17:36:47+00:00
33288;0.02;2023-11-10T05:09:42+00:00
33294;0.42;2023-10-09T21:00:25+00:00
33313;0.1;2023-07-03T20:27:20+00:00
33325;0.29;2023-08-13T18:34:08+00:00
33330;0.57;2023-09-29T01:52:55+00:00
33338;0.19;2023-11-05T12:21:36+00:00
33339;0.43;2023-10-20T07:54:11+00:00
33342;0.33;2023-08-28T18:48:54+00:00
33344;0.75;2023-08-30T11:26:39+00:00
33346;0.16;2023-10-01T05:21:24+00:00
33350;0.12;2023-05-30T20:56:57+00:00
33352;1.04;2023-11-17T16:58:27+00:00
33354;0.1;2023-06-29T00:03:44+00:00
33356;0.8;2023-06-08T01:36:58+00:00
33357;0.38;2023-11-17T18:54:46+00:00
33360;0.08;2023-05-18T01:38:31+00:00
33362;0.05;2023-10-24T19:28:53+00:00
33367;0.08;2023-11-29T07:17:17+00:00
33372;0.29;2023-11-09T22:52:47+00:00
33373;0.81;2023-05-24T12:21:45+00:00
33380;0.55;2023-08-29T11:03:18+00:00
33381;0.51;2023-08-08T14:21:13+00:00
33390;0.85;2023-08-18T06:47:46+00:00
33395;0.23;2023-10-15T00:12:57+00:00
33397;0.42;2023-10-03T18:21:41+00:00
33402;0.86;2023-11-13T02:27:15+00:00
33409;1.19;2023-05-15T02:35:30+00:00
33411;0.26;2023-06-17T01:58:11+00:00
33412;0.1;2023-10-28T15:13:23+00:00
33426;0.42;2023-09-17T19:24:11+00:00
33432;0.49;2023-05-26T18:05:05+00:00
33434;0.24;2023-08-04T09:59:01+00:00
33435;0.29;2023-06-27T03:17:23+00:00
33439;0.17;2023-06-07T16:12:26+00:00
33446;0.12;2023-08-21T16:03:58+00:00
33453;0.06;2023-10-31T21:06:03+00:00
33455;0.01;2023-06-22T10:21:36+00:00
33458;0.49;2023-11-18T06:03:37+00:00
33464;0.36;2023-05-06T13:00:49+00:00
33471;0.63;2023-06-03T20:50:14+00:00
33479;0.27;2023-10-07T05:24:05+00:00
33487;0.22;2023-05-31T12:39:18+00:00
33494;0.49;2023-11-26T20:01:10+00:00
33502;0.15;2023-06-03T06:05:12+00:00
33512;0.72;2023-09-25T01:39:41+00:00
33519;0.55;2023-06-23T13:58:14+00:00
33524;0.42;2023-06-03T04:23:12+00:00
33532;0.54;2023-10-26T09:09:56+00:00
33534;1.08;2023-10-11T13:47:39+00:00
33543;0.11;2023-11-10T12:23:12+00:00
33550;0.25;2023-11-02T12:46:56+00:00
33552;0.49;2023-06-25T18:21:21+00:00
33565;0.05;2023-07-30T23:40:58+00:00
33573;0.56;2023-06-30T18:22:10+00:00
33574;0.48;2023-10-30T17:24:55+00:00
33575;0.06;2023-07-13T00:41:45+00:00
33582;0.24;2023-06-24T21:34:39+00:00
33588;0.15;2023-11-15T09:13:17+00:00
33590;0.13;2023-09-22T14:58:09+00:00
33594;0.08;2023-11-23T17:41:53+00:00
33596;0.02;2023-08-29T07:24:02+00:00
33601;0.87;2023-10-07T13:46:25+00:00
33603;0.71;2023-07-06T03:43:22+00:00
33606;0.16;2023-08-18T09:17:07+00:00
33609;0.6;2023-06-20T11:14:11+00:00
33614;0.04;2023-11-02T04:09:44+00:00
33617;0.28;2023-07-13T08:40:55+00:00
33622;0.67;2023-11-10T02:24:09+00:00
33631;0.36;2023-11-13T14:59:34+00:00
33636;0.23;2023-10-08T14:53:23+00:00
33643;0.05;2023-08-19T14:15:45+00:00
33650;0.02;2023-12-01T18:21:57+00:00
33661;0.28;2023-05-01T09:23:23+00:00
33666;0.84;2023-10-25T03:53:15+00:00
33669;0.18;2023-07-14T15:09:35+00:00
33670;0.8;2023-07-06T12:48:17+00:00
33682;0.53;2023-06-15T01:06:24+00:00
33683;0.28;2023-11-11T04:55:08+00:00
33685;0.9;2023-11-04T18:52:37+00:00
33689;0.37;2023-07-19T00:43:11+00:00
33695;0.64;2023-11-09T15:58:43+00:00
33709;0.87;2023-05-22T01:36:17+00:00
33711;0.16;2023-07-03T22:19:45+00:00
33714;0.58;2023-09-19T10:12:35+00:00
33724;0.09;2023-11-03T12:17:15+00:00
33725;0.67;2023-06-21T06:14:33+00:00
33729;0.03;2023-09-09T05:26:37+00:00
33733;0.35;2023-09-28T20:23:17+00:00
33760;1.05;2023-05-23T06:32:50+00:00
33764;0.44;2023-09-01T16:32:23+00:00
33766;0.16;2023-10-23T04:05:00+00:00
33768;0.29;2023-09-23T01:46:46+00:00
33770;0.74;2023-07-23T16:28:33+00:00
33772;0.19;2023-05-24T04:04:27+00:00
33776;0.01;2023-09-14T04:22:18+00:00
33777;0.83;2023-11-11T21:22:47+00:00
33778;0.54;2023-05-25T23:29:16+00:00
33784;1.12;2023-08-16T21:26:24+00:00
33789;0.4;2023-09-20T07:01:17+00:00
33794;0.42;2023-11-06T00:02:07+00:00
33798;0.31;2023-08-14T00:12:04+00:00
33804;0.13;2023-09-07T01:34:00+00:00
33807;0.41;2023-08-01T08:25:18+00:00
33809;0.1;2023-11-08T12:13:18+00:00
33810;0.11;2023-06-15T15:42:15+00:00
33821;0.45;2023-10-26T02:43:40+00:00
33826;0.37;2023-09-09T09:22:25+00:00
33839;0.07;2023-08-31T00:14:59+00:00
33844;0.15;2023-10-01T11:08:24+00:00
33845;0.4;2023-08-19T06:41:33+00:00
33848;0.5;2023-11-12T12:54:13+00:00
33852;0.24;2023-07-19T00:03:23+00:00
33855;0.51;2023-11-10T13:09:16+00:00
33856;0.06;2023-11-12T20:09:04+00:00
33866;1.07;2023-10-15T05:51:08+00:00
33867;0.28;2023-06-21T09:16:49+00:00
33871;0.34;2023-06-19T02:26:09+00:00
33883;0.81;2023-07-14T03:56:00+00:00
33888;0.56;2023-08-05T17:33:19+00:00
33890;0.45;2023-08-18T15:53:09+00:00
33896;0.25;2023-11-30T00:32:16+00:00
33902;0.32;2023-09-06T10:01:56+00:00
33904;1.19;2023-09-02T03:23:00+00:00
33906;0.43;2023-11-28T23:08:56+00:00
33908;1.03;2023-11-01T12:53:06+00:00
33909;0.13;2023-10-26T06:09:44+00:00
33916;0.29;2023-11-07T20:41:01+00:00
33928;0.85;2023-08-19T16:12:04+00:00
33936;0.71;2023-12-01T02:53:52+00:00
33944;0.26;2023-05-16T23:20:00+00:00
33954;0.14;2023-11-22T03:41:15+00:00
33959;0.02;2023-08-20T17:52:13+00:00
33960;0.3;2023-06-25T17:16:29+00:00
33961;0.41;2023-05-08T23:25:25+00:00
33964;0.59;2023-08-24T08:19:14+00:00
33970;0.16;2023-08-10T02:11:03+00:00
33971;0.13;2023-07-14T16:46:29+00:00
33976;0.27;2023-11-14T00:13:34+00:00
33977;0.03;2023-06-22T06:33:15+00:00
33979;0.56;2023-09-07T06:39:16+00:00
33981;0.01;2023-10-04T12:18:27+00:00
33984;0.88;2023-07-21T01:29:36+00:00
33986;1.11;2023-07-04T13:52:41+00:00
33987;0.17;2023-06-13T08:10:20+00:00
33990;0.35;2023-05-04T21:39:34+00:00
33992;0.3;2023-07-03T05:57:14+00:00
34005;0.1;2023-06-25T19:09:16+00:00
34013;0.16;2023-07-11T05:27:12+00:00
34021;0.15;2023-09-05T23:58:36+00:00
34022;0.18;2023-06-24T15:51:12+00:00
34025;0.14;2023-06-25T12:25:04+00:00
34032;0.36;2023-10-23T06:09:35+00:00
34037;1.2;2023-07-07T04:45:49+00:00
34049;0.25;2023-08-01T23:29:44+00:00
34052;0.08;2023-09-05T18:19:32+00:00
34057;0.24;2023-08-23T18:01:59+00:00
34060;1.11;2023-08-10T14:21:16+00:00
34063;0.04;2023-10-15T19:06:49+00:00
34074;1.13;2023-11-07T04:12:39+00:00
34080;0.02;2023-08-07T15:30:25+00:00
34083;0.6;2023-05-03T12:28:30+00:00
34088;0.58;2023-05-02T21:27:24+00:00
34097;0.43;2023-10-08T23:13:43+00:00
34103;0.43;2023-06-29T07:46:47+00:00
34104;0.23;2023-11-03T03:17:59+00:00
34116;0.28;2023-10-31T03:55:16+00:00
34117;0.02;2023-08-03T22:23:50+00:00
34118;0.35;2023-08-05T09:54:38+00:00
34121;0.85;2023-05-12T07:26:26+00:00
34125;0.88;2023-05-17T02:15:43+00:00
34129;0.18;2023-07-17T07:51:34+00:00
34134;0.28;2023-07-15T16:49:45+00:00
34140;0.66;2023-05-26T06:49:22+00:00
34141;0.09;2023-07-29T02:17:17+00:00
34145;0.32;2023-05-09T17:29:41+00:00
34146;0.33;2023-06-23T14:47:13+00:00
34147;0.26;2023-08-13T09:54:06+00:00
34149;0.14;2023-10-30T07:50:46+00:00
34157;0.27;2023-08-12T00:49:54+00:00
34163;0.01;2023-10-31T02:04:24+00:00
34164;0.75;2023-05-29T10:19:39+00:00
34170;0.5;2023-06-29T21:14:48+00:00
34172;0.01;2023-08-06T02:40:45+00:00
34175;0.02;2023-06-21T18:35:17+00:00
34176;0.13;2023-09-26T01:43:53+00:00
34178;0.05;2023-11-15T11:24:34+00:00
34183;0.48;2023-09-28T01:41:09+00:00
34184;0.66;2023-06-11T14:57:06+00:00
34189;0.0;2023-08-30T04:28:29+00:00
34193;0.28;2023-08-26T10:14:24+00:00
34204;0.04;2023-06-26T16:00:11+00:00
34207;0.11;2023-10-28T17:23:46+00:00
34208;0.02;2023-08-13T18:38:43+00:00
34212;0.18;2023-06-12T05:23:02+00:00
34219;0.53;2023-06-07T12:55:47+00:00
34221;0.38;2023-09-16T22:23:59+00:00
34227;0.13;2023-07-19T16:21:01+00:00
34231;0.33;2023-10-17T19:32:55+00:00
34239;0.21;2023-08-11T21:44:45+00:00
34241;0.41;2023-08-19T21:59:01+00:00
34249;0.14;2023-06-20T06:29:52+00:00
34252;0.21;2023-06-22T06:06:55+00:00
34260;0.2;2023-08-20T10:30:20+00:00
34264;0.08;2023-05-06T22:58:25+00:00
34269;0.43;2023-09-01T09:05:17+00:00
34271;0.32;2023-06-07T09:55:29+00:00
34278;1.1;2023-09-27T17:53:50+00:00
34283;0.59;2023-11-06T06:29:59+00:00
34298;0.23;2023-08-21T23:56:41+00:00
34299;0.19;2023-11-12T13:53:46+00:00
34303;0.53;2023-10-08T11:20:35+00:00
34304;0.57;2023-05-11T09:53:38+00:00
34309;0.0;2023-11-27T11:44:14+00:00
34312;1.19;2023-11-15T07:33:32+00:00
34314;0.36;2023-07-21T16:18:18+00:00
34319;0.45;2023-10-01T23:59:13+00:00
34324;0.47;2023-07-04T13:30:14+00:00
34327;0.13;2023-11-06T08:21:54+00:00
34329;0.13;2023-08-04T17:15:12+00:00
34331;0.57;2023-10-15T03:16:50+00:00
34332;0.29;2023-11-18T11:48:02+00:00
34351;0.39;2023-08-04T20:42:50+00:00
34360;0.25;2023-11-20T19:43:08+00:00
34363;0.2;2023-11-17T08:13:20+00:00
34365;0.17;2023-11-30T19:41:47+00:00
34378;0.08;2023-08-23T14:49:29+00:00
34386;0.02;2023-06-30T00:49:37+00:00
34390;0.23;2023-08-22T14:40:35+00:00
34407;0.19;2023-06-23T18:44:51+00:00
34411;0.15;2023-05-28T11:11:58+00:00
34420;0.66;2023-10-12T09:35:16+00:00
34422;0.43;2023-06-14T05:08:16+00:00
34426;0.14;2023-07-09T09:57:33+00:00
34428;0.09;2023-09-22T10:49:36+00:00
34437;0.28;2023-09-28T21:23:41+00:00
34439;0.2;2023-11-14T13:37:11+00:00
34445;0.23;2023-09-21T04:35:43+00:00
34446;0.0;2023-08-14T12:51:04+00:00
34454;0.03;2023-05-15T23:43:18+00:00
34462;0.09;2023-05-28T00:29:00+00:00
34494;0.24;2023-09-17T23:10:23+00:00
34496;0.6;2023-06-17T08:22:51+00:00
34501;0.74;2023-05-30T07:34:08+00:00
