chicken_price_id;discount;valid_until
21430;2.56;2023-10-20T02:56:56+00:00
21438;2.04;2023-11-17T18:47:15+00:00
21440;3.11;2023-05-09T03:59:13+00:00
21444;3.16;2023-09-01T22:44:43+00:00
21447;1.3;2023-09-02T11:11:03+00:00
21448;4.31;2023-06-22T21:15:35+00:00
21460;4.52;2023-08-02T18:34:35+00:00
21464;4.46;2023-09-29T17:23:46+00:00
21474;3.48;2023-07-21T20:54:09+00:00
21480;2.35;2023-07-01T03:45:51+00:00
21481;2.84;2023-10-02T12:31:34+00:00
21483;4.01;2023-05-09T15:48:43+00:00
21487;4.33;2023-06-08T13:38:16+00:00
21494;4.77;2023-05-25T14:18:00+00:00
21508;4.52;2023-09-06T05:25:22+00:00
21513;2.34;2023-06-14T18:53:15+00:00
21520;2.86;2023-10-13T02:27:53+00:00
21525;2.58;2023-10-27T11:40:11+00:00
21530;1.04;2023-05-17T17:02:03+00:00
21549;1.5;2023-05-08T08:05:27+00:00
21550;4.66;2023-07-11T11:33:17+00:00
21552;4.29;2023-08-20T03:05:50+00:00
21559;1.67;2023-07-13T18:29:35+00:00
21561;4.04;2023-07-17T06:29:29+00:00
21563;3.28;2023-08-29T18:01:09+00:00
21567;4.75;2023-10-03T14:44:29+00:00
21571;5.01;2023-11-13T13:10:34+00:00
21577;4.46;2023-11-16T04:15:55+00:00
21580;4.67;2023-09-15T19:23:31+00:00
21581;6.33;2023-09-14T09:01:20+00:00
21582;5.28;2023-05-13T15:44:37+00:00
21587;1.41;2023-11-28T22:06:13+00:00
21592;1.62;2023-07-22T21:56:29+00:00
21593;3.69;2023-12-01T15:57:43+00:00
21598;3.16;2023-05-10T19:23:21+00:00
21599;4.36;2023-11-03T02:52:50+00:00
21610;1.06;2023-08-24T17:04:54+00:00
21612;5.25;2023-07-25T06:19:25+00:00
21616;4.53;2023-09-26T22:41:03+00:00
21622;1.13;2023-08-15T13:23:35+00:00
21632;1.65;2023-05-02T19:23:28+00:00
21633;6.61;2023-09-02T12:41:43+00:00
21637;4.34;2023-05-20T01:26:04+00:00
21640;4.4;2023-09-27T04:46:44+00:00
21642;1.4;2023-10-05T05:56:30+00:00
21650;1.55;2023-11-25T14:40:36+00:00
21652;4.37;2023-08-20T13:37:26+00:00
21657;1.35;2023-09-08T20:44:52+00:00
21658;5.65;2023-07-10T09:58:11+00:00
21664;4.1;2023-08-08T01:24:51+00:00
21667;4.46;2023-05-20T12:45:50+00:00
21688;4.21;2023-11-22T18:20:53+00:00
21696;6.26;2023-06-07T20:43:00+00:00
21699;5.09;2023-08-07T12:26:57+00:00
21706;3.21;2023-09-13T08:16:33+00:00
21714;2.38;2023-05-21T19:52:21+00:00
21715;3.16;2023-09-11T20:47:17+00:00
21721;6.68;2023-11-01T18:58:28+00:00
21733;4.35;2023-09-02T03:34:26+00:00
21736;5.26;2023-11-25T22:14:05+00:00
21743;3.31;2023-06-25T22:54:43+00:00
21746;1.25;2023-11-09T08:01:38+00:00
21747;1.15;2023-11-26T00:04:05+00:00
21750;2.63;2023-08-12T04:33:05+00:00
21753;5.2;2023-10-04T23:45:59+00:00
21758;1.11;2023-10-17T13:30:42+00:00
21762;5.1;2023-08-17T10:24:00+00:00
21765;3.77;2023-10-01T04:20:37+00:00
21767;5.14;2023-08-31T21:14:51+00:00
21772;1.68;2023-09-24T18:36:31+00:00
21773;2.37;2023-06-04T05:42:26+00:00
21774;1.29;2023-07-10T13:29:37+00:00
21776;2.15;2023-08-20T14:36:16+00:00
21783;4.04;2023-09-03T14:39:37+00:00
21787;6.66;2023-07-30T22:03:58+00:00
21795;1.51;2023-10-02T17:14:16+00:00
21796;1.39;2023-11-10T20:17:26+00:00
21797;1.4;2023-10-11T04:54:34+00:00
21799;4.14;2023-07-31T06:48:17+00:00
21807;5.78;2023-08-25T10:57:22+00:00
21812;1.4;2023-11-17T09:29:33+00:00
21823;1.14;2023-06-18T03:46:05+00:00
21827;3.86;2023-07-05T13:43:19+00:00
21836;6.06;2023-10-07T17:30:32+00:00
21846;3.85;2023-05-02T13:14:04+00:00
21854;4.14;2023-07-26T17:33:20+00:00
21857;1.27;2023-09-07T04:28:45+00:00
21859;6.28;2023-05-12T16:01:34+00:00
21862;1.33;2023-05-06T00:42:33+00:00
21867;1.27;2023-09-07T21:00:15+00:00
21871;3.45;2023-07-14T01:22:17+00:00
21875;3.08;2023-09-13T02:48:30+00:00
21878;2.86;2023-05-27T07:33:28+00:00
21891;6.17;2023-07-23T08:02:50+00:00
21892;3.24;2023-06-19T14:11:55+00:00
21896;5.3;2023-07-18T09:02:45+00:00
21900;1.3;2023-08-19T09:06:16+00:00
21917;5.5;2023-05-19T21:09:09+00:00
21925;4.83;2023-09-06T03:26:37+00:00
21928;1.25;2023-06-11T07:52:01+00:00
21930;5.06;2023-07-03T10:57:30+00:00
21940;1.01;2023-09-21T05:44:40+00:00
21956;2.24;2023-09-03T21:35:56+00:00
21959;2.75;2023-09-09T12:03:31+00:00
21979;1.04;2023-07-15T13:30:31+00:00
21981;1.5;2023-11-11T16:15:03+00:00
21982;4.79;2023-10-02T14:49:49+00:00
21985;2.12;2023-10-24T01:44:49+00:00
21988;2.19;2023-11-19T20:22:17+00:00
21991;4.35;2023-05-04T13:35:46+00:00
21996;1.2;2023-09-18T22:13:57+00:00
22001;3.22;2023-07-22T19:44:22+00:00
22003;5.04;2023-05-31T08:37:56+00:00
22009;3.48;2023-09-29T19:59:25+00:00
22013;4.95;2023-07-16T20:47:06+00:00
22024;4.4;2023-09-07T03:46:55+00:00
22027;1.66;2023-07-31T18:42:37+00:00
22029;6.26;2023-08-08T09:49:27+00:00
22034;1.58;2023-09-30T00:19:47+00:00
22044;5.79;2023-08-04T07:20:57+00:00
22060;3.16;2023-07-05T18:40:32+00:00
22069;3.43;2023-08-22T05:03:24+00:00
22082;2.51;2023-09-11T13:13:36+00:00
22083;6.45;2023-10-31T05:54:56+00:00
22090;2.93;2023-07-17T03:28:40+00:00
22096;1.63;2023-05-17T08:25:21+00:00
22097;1.32;2023-06-23T12:44:58+00:00
22099;1.12;2023-07-24T09:42:51+00:00
22108;6.28;2023-12-01T22:05:52+00:00
22119;5.35;2023-06-12T02:14:12+00:00
22124;4.68;2023-08-15T00:52:56+00:00
22127;5.06;2023-10-07T04:47:27+00:00
22129;1.5;2023-06-18T17:22:11+00:00
22130;4.07;2023-10-11T15:39:13+00:00
22132;4.51;2023-10-25T01:56:46+00:00
22139;1.41;2023-09-12T11:58:32+00:00
22146;1.65;2023-06-21T12:42:11+00:00
22152;3.05;2023-09-16T16:05:50+00:00
22155;3.24;2023-08-31T23:51:26+00:00
22157;4.47;2023-06-24T02:07:22+00:00
22159;6.68;2023-05-02T09:22:40+00:00
22162;4.36;2023-07-15T21:40:11+00:00
22163;1.19;2023-08-06T13:39:41+00:00
22169;4.34;2023-10-31T07:57:45+00:00
22173;4.96;2023-05-02T11:41:42+00:00
22178;2.91;2023-05-12T01:34:12+00:00
22182;5.0;2023-10-06T17:50:32+00:00
22186;2.39;2023-10-16T17:24:14+00:00
22187;4.86;2023-07-30T19:39:14+00:00
22194;1.29;2023-06-25T18:10:34+00:00
22197;2.15;2023-10-31T11:14:38+00:00
22198;4.52;2023-05-08T00:05:54+00:00
22200;1.45;2023-08-08T12:30:42+00:00
22202;2.03;2023-07-02T14:08:54+00:00
22210;5.62;2023-06-27T08:22:10+00:00
22214;1.03;2023-09-24T04:47:14+00:00
22222;1.43;2023-07-11T02:41:31+00:00
22224;4.36;2023-08-19T23:43:20+00:00
22226;5.03;2023-11-05T16:11:18+00:00
22240;2.74;2023-06-22T05:10:47+00:00
22244;2.43;2023-06-05T09:33:47+00:00
22256;4.06;2023-11-29T06:09:55+00:00
22258;2.43;2023-05-22T20:39:00+00:00
22260;1.23;2023-07-29T13:58:49+00:00
22265;1.1;2023-05-08T05:33:13+00:00
22268;1.06;2023-10-25T12:43:49+00:00
22272;6.29;2023-08-05T20:05:36+00:00
22279;2.21;2023-10-19T16:15:54+00:00
22287;2.22;2023-09-13T10:22:28+00:00
22288;2.67;2023-05-14T12:00:24+00:00
22291;2.73;2023-05-09T18:54:46+00:00
22301;6.03;2023-05-23T20:04:34+00:00
22303;1.5;2023-06-10T16:25:11+00:00
22305;1.33;2023-07-10T07:00:44+00:00
22324;1.12;2023-11-13T13:30:53+00:00
22327;4.13;2023-11-15T01:34:08+00:00
22343;5.82;2023-07-18T08:56:22+00:00
22351;1.59;2023-06-06T13:59:15+00:00
22357;1.67;2023-11-21T21:39:53+00:00
22359;2.97;2023-10-09T09:05:06+00:00
22366;6.29;2023-07-24T19:56:48+00:00
22368;5.21;2023-09-22T19:31:03+00:00
22389;1.23;2023-08-03T13:05:41+00:00
22393;5.99;2023-08-20T02:01:45+00:00
22398;4.72;2023-10-19T23:29:36+00:00
22399;6.12;2023-07-24T22:45:53+00:00
22401;1.01;2023-10-27T09:55:37+00:00
22406;5.68;2023-06-12T02:42:02+00:00
22407;3.29;2023-07-18T10:54:05+00:00
22409;6.41;2023-07-15T20:09:37+00:00
22411;4.38;2023-07-03T11:04:03+00:00
22416;1.25;2023-10-08T22:10:25+00:00
22420;2.46;2023-10-12T06:10:07+00:00
22425;4.01;2023-11-09T06:20:46+00:00
22428;3.16;2023-10-20T00:15:49+00:00
22431;2.64;2023-08-24T03:58:59+00:00
22432;3.38;2023-09-11T01:56:26+00:00
22435;2.63;2023-08-19T13:23:19+00:00
22439;3.96;2023-09-20T11:02:03+00:00
22440;1.44;2023-10-16T08:24:05+00:00
22450;5.9;2023-09-13T09:05:40+00:00
22454;1.21;2023-07-13T19:03:06+00:00
22460;4.36;2023-10-12T16:01:49+00:00
22461;3.02;2023-06-30T08:24:46+00:00
22464;3.1;2023-09-11T10:44:25+00:00
22469;3.85;2023-09-10T04:02:23+00:00
22470;1.14;2023-09-20T07:00:00+00:00
22480;1.25;2023-07-17T23:36:46+00:00
22486;1.21;2023-05-01T05:55:19+00:00
22492;4.66;2023-09-23T10:30:21+00:00
22498;3.85;2023-07-05T18:11:30+00:00
22499;3.29;2023-07-26T12:44:11+00:00
22510;2.23;2023-09-24T09:04:32+00:00
22514;1.03;2023-05-01T20:13:29+00:00
22517;2.4;2023-10-28T12:48:26+00:00
22535;1.33;2023-09-24T16:26:29+00:00
22536;5.54;2023-10-29T00:22:45+00:00
22541;2.09;2023-06-15T05:00:54+00:00
22545;2.01;2023-10-18T05:40:20+00:00
22546;1.68;2023-09-24T00:25:23+00:00
22548;4.05;2023-05-13T15:50:59+00:00
22558;4.0;2023-05-06T16:25:12+00:00
22559;4.8;2023-09-22T04:40:13+00:00
22561;1.14;2023-05-26T10:19:34+00:00
22564;6.63;2023-08-22T20:29:52+00:00
22565;4.7;2023-07-18T06:53:41+00:00
22567;2.19;2023-06-02T12:44:08+00:00
22568;4.96;2023-06-26T18:18:20+00:00
22579;1.39;2023-10-18T03:07:33+00:00
22587;1.09;2023-08-08T14:08:14+00:00
22592;4.0;2023-08-12T10:52:15+00:00
22595;3.93;2023-09-08T20:09:40+00:00
22597;6.02;2023-10-20T03:43:20+00:00
22600;1.5;2023-08-30T15:02:34+00:00
22609;1.61;2023-06-19T10:06:19+00:00
22617;1.35;2023-10-02T12:37:43+00:00
22618;1.4;2023-10-03T07:54:00+00:00
22633;2.67;2023-11-02T19:39:42+00:00
22638;4.24;2023-08-18T03:01:23+00:00
22639;2.78;2023-06-27T10:33:40+00:00
22640;6.22;2023-10-08T02:27:43+00:00
22641;6.55;2023-10-28T20:49:24+00:00
22649;4.63;2023-09-04T09:57:20+00:00
22650;1.23;2023-05-23T12:15:01+00:00
22651;1.6;2023-05-09T00:05:56+00:00
22652;1.18;2023-09-21T17:19:13+00:00
22658;1.16;2023-08-09T12:58:17+00:00
22662;4.35;2023-08-29T03:05:21+00:00
22667;4.02;2023-05-20T11:56:45+00:00
22670;6.2;2023-09-22T16:34:59+00:00
22671;2.64;2023-06-27T20:58:20+00:00
22680;4.52;2023-09-17T20:06:54+00:00
22695;1.13;2023-05-14T07:11:51+00:00
22698;4.42;2023-05-15T01:50:41+00:00
22704;3.97;2023-05-22T15:15:32+00:00
22708;1.34;2023-11-22T22:11:04+00:00
22709;1.23;2023-05-24T02:10:59+00:00
22712;5.06;2023-06-19T10:01:56+00:00
22728;4.2;2023-05-01T14:52:07+00:00
22735;4.91;2023-10-28T12:48:27+00:00
22744;4.51;2023-11-10T20:46:08+00:00
22746;2.92;2023-05-02T01:55:23+00:00
22747;3.62;2023-08-28T10:40:03+00:00
22751;1.42;2023-11-17T14:50:22+00:00
22752;4.92;2023-05-06T07:06:26+00:00
22760;2.98;2023-07-07T13:03:02+00:00
22767;3.55;2023-10-20T15:57:50+00:00
22772;3.16;2023-08-22T18:24:28+00:00
22775;1.66;2023-06-09T11:02:37+00:00
22781;2.55;2023-06-19T08:32:57+00:00
22783;5.78;2023-08-31T13:15:55+00:00
22784;1.0;2023-05-06T01:21:31+00:00
22785;2.18;2023-10-12T22:30:30+00:00
22791;3.11;2023-09-04T19:38:03+00:00
22796;1.13;2023-06-28T20:54:10+00:00
22798;4.7;2023-06-14T16:41:28+00:00
22799;6.54;2023-07-16T19:01:19+00:00
22803;4.24;2023-11-05T08:44:57+00:00
22809;1.66;2023-11-23T16:55:58+00:00
22813;5.23;2023-06-26T11:08:28+00:00
22821;4.16;2023-08-07T05:38:32+00:00
22831;4.26;2023-05-14T13:55:51+00:00
22834;1.39;2023-10-29T19:55:08+00:00
22839;5.01;2023-09-01T16:38:11+00:00
22841;4.78;2023-06-06T15:28:56+00:00
22849;2.24;2023-07-22T01:51:34+00:00
22873;1.35;2023-07-26T09:49:01+00:00
22877;2.48;2023-11-20T11:09:26+00:00
22901;4.24;2023-11-24T04:12:08+00:00
22918;1.33;2023-09-13T05:50:31+00:00
22922;4.27;2023-06-14T06:19:04+00:00
22931;1.38;2023-08-14T03:39:47+00:00
22932;1.56;2023-11-25T04:16:26+00:00
22940;3.07;2023-10-05T12:00:53+00:00
22950;3.16;2023-10-27T16:41:04+00:00
22954;4.18;2023-06-28T11:06:35+00:00
22955;3.65;2023-10-05T13:04:45+00:00
22957;4.58;2023-11-23T16:52:44+00:00
22973;4.09;2023-08-25T09:17:24+00:00
22985;1.33;2023-09-22T17:28:31+00:00
22992;3.69;2023-10-27T20:54:18+00:00
22994;2.65;2023-08-22T21:08:59+00:00
23001;4.37;2023-10-07T15:13:14+00:00
23002;5.02;2023-06-28T08:06:49+00:00
23005;3.1;2023-05-10T02:39:25+00:00
23014;2.98;2023-06-11T20:35:47+00:00
23021;1.31;2023-11-09T14:22:04+00:00
23023;4.99;2023-10-16T22:40:55+00:00
23038;4.8;2023-10-27T02:06:46+00:00
23039;6.08;2023-11-06T12:18:11+00:00
23040;2.15;2023-11-12T17:06:40+00:00
23043;5.76;2023-09-28T08:00:59+00:00
23046;1.59;2023-10-29T05:31:47+00:00
23057;2.77;2023-10-14T01:20:18+00:00
23059;6.2;2023-05-10T23:52:34+00:00
23060;1.52;2023-11-20T02:30:41+00:00
23063;2.33;2023-09-24T19:02:52+00:00
23065;3.27;2023-07-19T06:46:26+00:00
23067;1.62;2023-07-03T08:39:51+00:00
23069;1.68;2023-07-28T14:45:44+00:00
23072;2.73;2023-07-07T13:42:28+00:00
23077;6.03;2023-08-04T20:48:53+00:00
23079;5.64;2023-10-08T01:20:31+00:00
23086;1.68;2023-10-21T22:02:47+00:00
23088;3.22;2023-08-08T16:27:58+00:00
23099;2.92;2023-05-31T17:18:16+00:00
23104;2.95;2023-05-30T03:54:34+00:00
23111;1.07;2023-08-17T06:46:44+00:00
23116;4.57;2023-05-31T13:12:11+00:00
23118;5.83;2023-08-14T21:08:51+00:00
23119;3.27;2023-09-29T10:08:42+00:00
23147;1.31;2023-05-28T22:31:52+00:00
23150;6.76;2023-12-01T23:56:30+00:00
23155;6.76;2023-10-12T22:42:47+00:00
23157;2.18;2023-09-03T04:56:53+00:00
23160;2.74;2023-09-10T04:24:34+00:00
23162;5.08;2023-09-15T14:11:59+00:00
23165;4.82;2023-07-12T00:00:08+00:00
23170;4.83;2023-09-08T06:29:23+00:00
23173;1.52;2023-08-20T19:14:09+00:00
23176;1.02;2023-11-12T16:37:07+00:00
23177;1.04;2023-09-25T16:59:42+00:00
23181;2.95;2023-11-12T04:01:26+00:00
23184;3.16;2023-10-06T16:42:08+00:00
23186;1.48;2023-05-08T02:08:06+00:00
23195;1.31;2023-07-05T02:06:15+00:00
23217;3.58;2023-11-03T18:04:25+00:00
23218;4.25;2023-07-16T11:25:03+00:00
23222;2.54;2023-11-01T11:30:21+00:00
23229;1.56;2023-09-13T15:06:13+00:00
23230;1.61;2023-08-06T16:31:59+00:00
23234;2.24;2023-07-20T20:46:13+00:00
23252;2.57;2023-06-09T15:10:45+00:00
23262;2.72;2023-06-06T16:45:07+00:00
23265;2.85;2023-07-01T19:01:18+00:00
23274;1.6;2023-06-14T15:42:28+00:00
23275;4.85;2023-08-15T12:36:25+00:00
23285;5.84;2023-10-25T09:26:22+00:00
23290;4.85;2023-10-11T00:03:26+00:00
23293;2.52;2023-08-10T18:46:42+00:00
23298;5.41;2023-11-29T09:50:13+00:00
23305;1.29;2023-06-25T22:37:53+00:00
23308;6.03;2023-05-09T13:05:23+00:00
23310;2.59;2023-11-01T22:32:19+00:00
23312;2.75;2023-07-02T02:52:07+00:00
23317;1.15;2023-05-19T03:51:56+00:00
23331;4.24;2023-07-11T17:12:49+00:00
23332;6.3;2023-06-20T01:53:18+00:00
23334;1.6;2023-11-13T13:59:38+00:00
23344;5.98;2023-08-24T04:56:54+00:00
23348;4.84;2023-11-01T10:52:26+00:00
23352;4.25;2023-05-25T23:36:18+00:00
23353;1.63;2023-08-21T16:45:59+00:00
23354;3.81;2023-05-20T10:11:04+00:00
23357;2.07;2023-08-05T14:08:24+00:00
23361;1.09;2023-11-30T23:31:37+00:00
23363;4.35;2023-08-12T12:24:31+00:00
23366;5.86;2023-08-21T13:32:06+00:00
23371;3.41;2023-05-17T15:37:50+00:00
23382;3.4;2023-06-20T13:12:53+00:00
23383;2.61;2023-09-05T05:44:35+00:00
23402;6.14;2023-05-28T22:28:02+00:00
23410;1.57;2023-10-12T18:19:19+00:00
23421;5.18;2023-10-30T05:41:09+00:00
23422;1.49;2023-11-19T19:30:05+00:00
23423;2.4;2023-11-12T00:17:23+00:00
23431;3.33;2023-06-02T10:04:55+00:00
23434;1.34;2023-09-25T23:38:21+00:00
23441;6.58;2023-12-01T22:40:03+00:00
23448;1.11;2023-08-12T07:16:32+00:00
23453;4.66;2023-11-21T19:39:15+00:00
23454;3.62;2023-07-23T02:39:57+00:00
23457;1.34;2023-09-18T05:48:47+00:00
23459;1.69;2023-05-04T09:01:23+00:00
23461;5.17;2023-07-28T22:25:08+00:00
23462;1.65;2023-07-15T18:19:15+00:00
23464;1.31;2023-06-17T20:28:12+00:00
23465;4.55;2023-10-08T02:15:21+00:00
23466;3.22;2023-08-04T13:06:05+00:00
23471;5.71;2023-09-06T04:14:52+00:00
23472;5.08;2023-10-09T04:26:22+00:00
23480;1.5;2023-09-30T23:12:49+00:00
23484;6.59;2023-08-14T15:27:38+00:00
23490;2.11;2023-05-29T18:57:58+00:00
23495;4.4;2023-11-07T19:01:53+00:00
23497;2.94;2023-11-23T10:24:45+00:00
23506;1.35;2023-07-28T23:26:09+00:00
23507;5.06;2023-06-14T05:55:22+00:00
23509;2.83;2023-07-06T22:14:03+00:00
23510;1.46;2023-08-06T07:08:00+00:00
23513;1.11;2023-11-18T05:12:57+00:00
23514;3.73;2023-05-10T06:30:29+00:00
23515;4.68;2023-05-15T13:44:55+00:00
23520;2.53;2023-10-18T01:03:57+00:00
23521;3.17;2023-06-23T00:39:17+00:00
23524;2.95;2023-06-09T04:45:51+00:00
23526;6.61;2023-10-17T21:31:43+00:00
23539;3.4;2023-05-28T03:21:15+00:00
23541;6.59;2023-08-11T08:05:11+00:00
23542;5.3;2023-06-19T08:54:32+00:00
23544;1.67;2023-11-30T13:50:00+00:00
23545;4.29;2023-08-31T00:34:28+00:00
23559;4.0;2023-09-25T00:16:49+00:00
23561;1.5;2023-08-11T22:19:29+00:00
23567;2.49;2023-07-25T13:38:55+00:00
23568;5.45;2023-05-16T23:51:40+00:00
23570;3.47;2023-07-27T11:02:24+00:00
23574;2.46;2023-05-06T10:52:49+00:00
23581;3.44;2023-11-28T09:30:55+00:00
23583;2.58;2023-10-02T22:58:59+00:00
23585;2.07;2023-06-04T20:52:31+00:00
23590;1.39;2023-11-17T20:21:46+00:00
23591;6.14;2023-05-22T03:09:05+00:00
23601;5.0;2023-08-03T00:33:39+00:00
23604;6.3;2023-07-28T22:05:40+00:00
23611;3.4;2023-08-30T11:33:00+00:00
23618;2.21;2023-09-29T14:37:05+00:00
23622;4.83;2023-07-22T03:41:59+00:00
23627;5.43;2023-05-06T17:23:53+00:00
23633;2.19;2023-11-19T06:02:59+00:00
23634;5.34;2023-10-07T18:16:42+00:00
23642;3.31;2023-08-16T07:34:48+00:00
23650;2.47;2023-10-10T22:20:29+00:00
23651;2.56;2023-05-13T18:44:17+00:00
23654;6.5;2023-07-19T21:20:16+00:00
23665;1.2;2023-08-06T06:54:57+00:00
23668;3.49;2023-06-18T05:07:05+00:00
23672;3.08;2023-07-10T21:32:31+00:00
23678;2.2;2023-05-13T11:30:43+00:00
23681;4.59;2023-10-18T11:07:30+00:00
23696;1.39;2023-05-27T02:46:07+00:00
23699;2.63;2023-10-12T23:25:48+00:00
23714;1.08;2023-10-02T15:38:04+00:00
23718;5.99;2023-07-22T01:40:09+00:00
23723;1.64;2023-11-18T11:01:53+00:00
23726;3.03;2023-05-13T15:35:12+00:00
23731;2.59;2023-09-19T00:09:32+00:00
23734;1.31;2023-10-07T23:11:32+00:00
23755;3.13;2023-06-23T01:28:03+00:00
23756;6.53;2023-07-13T00:36:16+00:00
23780;3.29;2023-10-04T04:11:32+00:00
23798;3.88;2023-06-09T14:22:19+00:00
23803;2.37;2023-07-23T00:35:18+00:00
23804;5.64;2023-08-30T07:11:21+00:00
23809;1.57;2023-07-11T18:12:45+00:00
23812;2.69;2023-10-05T02:53:11+00:00
23814;3.98;2023-08-07T07:30:59+00:00
23823;1.6;2023-10-31T19:23:42+00:00
23827;1.24;2023-09-30T10:31:11+00:00
23832;1.43;2023-08-29T17:36:56+00:00
23836;1.52;2023-08-16T11:25:51+00:00
23841;5.65;2023-10-12T14:56:59+00:00
23846;5.05;2023-05-01T16:29:12+00:00
23848;1.52;2023-06-23T07:28:19+00:00
23850;4.82;2023-11-21T08:05:33+00:00
23851;4.5;2023-08-04T15:13:16+00:00
23853;6.66;2023-05-31T05:30:48+00:00
23860;3.21;2023-07-28T10:19:05+00:00
23868;3.01;2023-08-12T22:07:08+00:00
23875;2.77;2023-06-03T02:45:30+00:00
23881;2.39;2023-11-25T12:05:53+00:00
23884;1.48;2023-05-27T08:13:11+00:00
23887;1.29;2023-08-11T13:27:44+00:00
23888;2.02;2023-06-07T17:00:48+00:00
23889;4.88;2023-07-21T10:54:49+00:00
23912;3.82;2023-06-30T20:31:25+00:00
23915;5.15;2023-05-10T16:12:24+00:00
23918;2.73;2023-06-18T22:08:23+00:00
23919;1.15;2023-06-07T02:59:01+00:00
23921;3.37;2023-05-22T07:45:46+00:00
23930;6.12;2023-09-11T14:51:35+00:00
23931;4.09;2023-05-30T19:49:36+00:00
23934;6.29;2023-11-24T19:56:30+00:00
23936;4.13;2023-09-21T07:05:02+00:00
23948;6.72;2023-10-23T05:33:57+00:00
23955;1.44;2023-08-19T07:44:28+00:00
23956;3.08;2023-10-23T09:41:43+00:00
23957;3.05;2023-07-19T21:35:54+00:00
23960;2.07;2023-06-26T18:11:53+00:00
23966;4.86;2023-09-25T10:44:40+00:00
23967;1.34;2023-06-29T19:07:14+00:00
23974;3.68;2023-07-26T00:53:49+00:00
23979;6.39;2023-08-04T01:35:31+00:00
23982;2.61;2023-08-24T19:46:42+00:00
23996;4.02;2023-06-30T10:30:47+00:00
24005;3.15;2023-06-07T06:09:33+00:00
24006;3.31;2023-08-08T09:11:13+00:00
24009;3.31;2023-09-26T10:32:31+00:00
24023;6.7;2023-08-23T17:02:01+00:00
24030;6.72;2023-08-07T14:41:34+00:00
24031;5.69;2023-10-19T09:03:27+00:00
24033;3.98;2023-08-04T06:36:22+00:00
24036;2.46;2023-11-28T19:10:44+00:00
24040;5.92;2023-08-29T07:09:25+00:00
24050;1.27;2023-11-22T15:44:58+00:00
24052;4.04;2023-10-10T04:08:44+00:00
24054;5.08;2023-10-24T13:59:36+00:00
24055;2.86;2023-05-06T03:11:43+00:00
24057;3.92;2023-12-01T16:52:28+00:00
24059;3.44;2023-07-09T11:47:19+00:00
24062;1.11;2023-05-13T13:43:11+00:00
24074;4.62;2023-08-14T04:24:33+00:00
24082;3.79;2023-10-04T04:05:23+00:00
24086;4.19;2023-09-25T10:59:59+00:00
24089;6.33;2023-07-30T21:29:01+00:00
24096;2.54;2023-06-06T18:38:23+00:00
24100;5.02;2023-08-25T11:43:27+00:00
24111;3.19;2023-06-09T01:56:40+00:00
24112;4.69;2023-05-09T23:04:22+00:00
24113;2.27;2023-08-31T09:21:30+00:00
24114;1.17;2023-05-13T09:50:56+00:00
24117;1.18;2023-08-26T18:38:28+00:00
24120;5.02;2023-09-18T06:55:00+00:00
24126;6.77;2023-07-14T17:39:56+00:00
24127;4.76;2023-11-27T08:10:26+00:00
24135;1.35;2023-11-02T03:25:00+00:00
24141;4.14;2023-09-01T22:03:28+00:00
24143;6.52;2023-11-10T19:53:30+00:00
24148;3.19;2023-11-20T15:17:41+00:00
24162;1.58;2023-08-13T04:31:54+00:00
24168;4.56;2023-11-17T15:35:03+00:00
24178;4.38;2023-06-18T10:33:09+00:00
24182;3.51;2023-06-17T07:38:51+00:00
24189;4.95;2023-08-20T20:01:19+00:00
24190;4.36;2023-08-08T00:00:02+00:00
24191;2.65;2023-09-15T17:04:11+00:00
24192;1.16;2023-11-01T09:26:49+00:00
24198;2.96;2023-07-07T21:34:49+00:00
24200;5.08;2023-09-03T11:04:45+00:00
24206;4.49;2023-07-07T11:19:48+00:00
24212;6.63;2023-09-18T19:23:31+00:00
24219;2.54;2023-08-14T17:47:24+00:00
24222;3.17;2023-09-15T06:15:55+00:00
24225;4.27;2023-10-03T23:56:37+00:00
24237;3.35;2023-07-28T02:51:01+00:00
24242;2.18;2023-08-07T10:25:41+00:00
24243;4.46;2023-09-09T11:05:08+00:00
24252;1.26;2023-08-09T08:43:19+00:00
24260;3.32;2023-10-29T00:20:46+00:00
24263;1.48;2023-05-09T06:47:38+00:00
24265;3.85;2023-07-01T15:31:15+00:00
24270;1.5;2023-09-28T05:22:09+00:00
24279;3.01;2023-05-26T04:57:22+00:00
24281;6.48;2023-06-30T22:20:05+00:00
24283;1.26;2023-09-23T20:02:58+00:00
24285;2.56;2023-09-03T16:03:58+00:00
24291;6.66;2023-08-04T14:58:23+00:00
24293;2.06;2023-05-04T19:01:53+00:00
24298;3.47;2023-09-01T17:56:43+00:00
24302;3.13;2023-11-25T20:53:19+00:00
24303;2.96;2023-09-14T01:56:55+00:00
24306;4.11;2023-08-23T18:00:35+00:00
24307;1.47;2023-08-04T06:07:42+00:00
24309;1.39;2023-08-16T23:25:33+00:00
24314;4.76;2023-06-11T08:31:50+00:00
24316;2.74;2023-09-21T20:18:46+00:00
24317;1.17;2023-08-26T02:17:33+00:00
24323;5.07;2023-05-01T20:27:35+00:00
24332;2.86;2023-11-15T13:54:27+00:00
24334;3.43;2023-08-05T21:58:52+00:00
24335;4.6;2023-08-26T15:31:52+00:00
24341;6.31;2023-08-04T13:35:41+00:00
